22,14.00 - 14.30,Mirzayusuf Musakhanov,25+5,"Gluons, Heavy and Light Quarks in the QCD Vacuum"
22,14.00 - 14.30,Marco Radici,25+5,Electron Ion Collider: 3D-Imaging the Nucleon
22,14.10 - 14.50,Liming Zhang,35+5,Pentaquark candidates in LHCb
22,14.20 - 14.40,Woods Mischa,15+5,Autonomous quantum machines and finite sized clocks
22,14.20 - 14.45,Antonios Leisos,20+5,The Hellenic Open University Cosmic Ray Telescope: Research and Educational Activities
22,14.30 - 15.00,Masayuki Koga,25+5,KamLAND-Zen 800 status and future prospects
22,14.30 - 15.00,Jamal Jalilian-Marian,25+5,Azimutal angular correlations in high energy processes in QCD
22,14.40 - 15.10,Vesna Berec,25+5,Quantum networks: topology and spectral characterization
22,14.45 - 15.10,Lazaros Merakos,20+5,Opening up Greek Universities: opencourses.gr
22,14.50 - 15.10,,15+5,Discussion
22,15.00 - 15.30,Christian Farnese,25+5,The ICARUS experiment
22,16.30 - 17.30,John Ellis,55+5,What are we? Where do we come from? Where are we going?
23,05.30 - 06.00,Eliahu Cohen,25+5,Novel aspects of nonlocality - theory and experiment
23,06.00 - 06.45,Ivette Fuentes,40+5,Gravity in the quantum lab
23,06.45 - 07.30,Jens Eisert,40+5,"Quantum simulators, boson sampling, and the quest for superior quantum devices"
23,08.00 - 08.25,Vasiliki Mitsou,20+5,Hunting New Physics with ATLAS [ATLAS]
23,08.00 - 08.30,Anton Chudaykin,25+5,Heavy sterile neutrino with large mixing angle does not contradict cosmology
23,08.00 - 08.30,lorenzo maccone,25+5,"Quantum time mechanism, towards quantum spacetime"
23,08.00 - 08.30,Wei Chen,25+5,Hunting for exotic doubly hidden-charm/bottom $QQ\bar Q\bar Q$ tetraquark states
23,08.25 - 08.50,Anastasia Karavdina,20+5,Exotica searches at CMS
23,08.30 - 09.00,Olga Solovjeva,25+5,Charmed states on the lattice
23,08.30 - 09.00,Ralf Schuetzhold,25+5,Fundamental quantum effects in the laboratory?
23,08.50 - 09.20,Alexandra Carvalho Antunes De Oliveira,25+5,New Searches in High Energy Particle Physics
23,09.00 - 09.30,Alexander Borisov,25+5,Exotic events in cosmic ray experiments at super high energies: a manifestation of New Physics?
23,09.00 - 09.30,Zhiguang Xiao,25+5,"Understanding X(3862), X(3872), and X(3930) in a Friedrichs-model-like scheme"
23,09.20 - 09.50,Peter Senger,25+5,Cosmic matter in the laboratory - the Compressed Baryonic Matter  Experiment at FAIR
23,09.30 - 10.00,Yongmin CHO,25+5,Quark-Gluon Mixing in Abelian Decomposition of QCD
23,09.30 - 10.00,Yuval Gefen,25+5,Manifestation and Detection of Discord in Nanostructures
23,09.50 - 10.20,Vladimir Kekelidze,25+5,Status of the NICA project
23,10.00 - 10.30,Mikhail Mikhasenko,25+5,Amplitude analysis of the exotic states
23,11.45 - 12.00,,10+5,Opening words
23,12.00 - 12.30,Alessandro Romito,25+5,Ubiquitous non-local entanglement with Majorana bound states
23,12.00 - 12.30,Pablo G. Ortega,25+5,Threshold effects in hadron spectrum: a new spectroscopy?
23,12.00 - 12.30,Gerassimos Petratos,25+5,The Quark Parton Model of the Nucleon - Missing Links
23,12.30 - 13.00,Yutaka Shikano,25+5,Quantum Dynamical Simulation by Quantum Walk
23,12.30 - 13.00,Hagop Sazdjian,25+5,Narrow-width tetraquarks in large-N_c QCD
23,12.30 - 13.00,Johan Messchendorp,25+5,Physics perspectives of PANDA at FAIR
23,13.30 - 14.00,Jovan Milosevic,25+5,Sub-leading flow modes in PbPb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV from HYDJET++ model
23,13.30 - 14.00,ATLAS,25+5,"ATLAS Jet Reconstruction, Energy Scale Calibration, and Tagging of Lorentz-boosted Objects"
23,13.30 - 14.00,ATLAS,25+5,Measurement of cross sections and couplings of the Higgs Boson in bosonic decay channels with the ATLAS detector
23,13.30 - 14.00,You Zhou,25+5,Correlations of anisotropic flow in relativistic heavy-ion collisions at the LHC
23,13.30 - 14.00,Lajos Diosi,25+5,Pure state post-selection is universal
23,13.30 - 14.15,Marek Karliner,40+5,Issues at forefront of heavy quark spectroscopy
23,14.00 - 14.30,Angelo Bassi,25+5,Wave function collaspe and gravity
23,14.00 - 14.30,ATLAS,25+5,Measurements of the Vector boson production with the ATLAS Detector
23,14.00 - 14.30,Francesco Giacosa,25+5,Non-exponential decay in a quantum field theoretical treatment
23,14.00 - 14.30,Riccardo Aliberti,25+5,Search for K+ to pi+ nu nu at NA62
23,14.00 - 14.30,Jovan Milosevic,25+5,Heavy Ions (CMS)
23,14.15 - 15.00,Luciano Maiani,40+5,TBA
23,14.30 - 15.00,Walter Marcello Bonivento,25+5,The SHiP experiment at CERN
23,14.30 - 15.00,Arantxa Ruiz Martinez,25+5,"The ATLAS Run-2 Trigger Menu for higher luminosities: Design, Performance and Operational Aspects"
23,14.30 - 15.00,Ron Folman,25+5,"Matter waves exposed to the external world: Decoherence, gravity, complementarity and time irreversibility"
23,14.30 - 15.00,Annapaola De Cosa,25+5,Dark Matter searches at CMS
23,14.30 - 15.00,Letizia Peruzzo,25+5,Search for heavy neutrinos at the NA48 and NA62 experiments at CERN
23,15.00 - 15.30,Roberto Martinez,25+5,Mass problem in the Standard Model
23,15.00 - 15.30,Andrea Alberti,25+5,Testing the superposition principle with individual trapped atoms
23,15.00 - 15.30,,25+5,Round Table Discussion
24,05.30 - 05.50,Malte Christian Wilfert,15+5,COMPASS results on the nucleon spin structure
24,05.30 - 06.10,Latham Boyle,35+5,What is the standard model of particle physics trying to tell us?
24,05.50 - 06.15,Carl Gagliardi,20+5,Probing the Origin of the Proton Spin at STAR
24,06.00 - 06.30,OKAMOTO RYO,25+5,One quantum shutter can close two slits simultaneously
24,06.10 - 06.50,Nadir Bizi,35+5,A Noncommutative Geometry inspired GUT
24,06.15 - 06.40,Ralf Seidl,20+5,PHENIX spin overview
24,06.30 - 07.00,Yu. B.  Ivanov,25+5,Three-fluid Hydrodynamics-based Event Simulator Extended by UrQMD final State interactions  (THESEUS) for FAIR-NICA-SPS-BES/RHIC energies
